MEASURE,SAT_DEM,TRUST_CL,TRUST_LE,TRUST_NG,EMPW_PARL,EMPW_SMP,WBS,PerWBSU5
SAT_DEM,1.0,0.6248831938562986,0.8168124187676614,0.8229327001857946,0.5584634711564425,-0.12271859562499782,0.3949270052637673,-0.5196449871439621
TRUST_CL,0.6248831938562986,1.0,0.8180260038514001,0.7265705341991436,0.3594061887221947,-0.41351966389685013,0.4878047213391,-0.31881792121776714
TRUST_LE,0.8168124187676614,0.8180260038514001,1.0,0.9371037069169585,0.531439882716785,-0.05253276381057582,0.6313376276210619,-0.5317382669780598
TRUST_NG,0.8229327001857946,0.7265705341991436,0.9371037069169585,1.0,0.33769477416391275,0.056723660187616154,0.48617716807466976,-0.4305001733067497
EMPW_PARL,0.5584634711564425,0.3594061887221947,0.531439882716785,0.33769477416391275,1.0,0.09027455318925844,0.6290763871226734,-0.6152730622896805
EMPW_SMP,-0.12271859562499782,-0.41351966389685013,-0.05253276381057582,0.056723660187616154,0.09027455318925844,1.0,0.07943433979581836,-0.1253224632544859
WBS,0.3949270052637673,0.4878047213391,0.6313376276210619,0.48617716807466976,0.6290763871226734,0.07943433979581836,1.0,-0.9188141738352043
PerWBSU5,-0.5196449871439621,-0.31881792121776714,-0.5317382669780598,-0.4305001733067497,-0.6152730622896805,-0.1253224632544859,-0.9188141738352043,1.0
